dcterms:identifier|dcterms:type|dcterms:hasPart|dcterms:title|rdfs:label|dcterms:description|dcterms:conformsTo|rdfs:range|crowds:derivedAnnoBodyFormat|crowds:derivedAnnoBodyLabelParts|crowds:derivedAnnoBodyPurpose|crowds:derivedAnnoBodyType|crowds:derivedAnnoCombine|crowds:derivedAnnoExternalize|crowds:derivedAnnoHumanReadable|crowds:derivedAnnoMotivatedBy|crowds:derivedAnnoSerialize|crowds:externalResourceModel|crowds:uiChoice|crowds:uiComponent|crowds:uiFormGroup|crowds:uiGroup|crowds:uiHidden|crowds:uiInputDefaultValue|crowds:uiInputOptions|crowds:uiInputType|crowds:uiMultiple|crowds:uiRequired|crowds:uiSelectorType|crowds:uiSelectorValue
100|madoc:element||R52_1b: Married|Married or single|Married or single?|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
101|madoc:element||R52_1b: DateOfMarriage|Date of marriage|If married, date of marriage|schema:Date|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
102|madoc:element||R52_1b: ManAddress|Address|Address (in full) of man in respect of whom the application is made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
103|madoc:element||R52_1b: ManAddressRegistration|Address at date of National Registration|Address of man at date of National Registration|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
104|madoc:element||R52_1b: WhereAttested|Where attested|Location where man attested|schema:place|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
105|madoc:element||R52_1b: NoGroup|No. of group|Number of group|schema:organisation|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
106|madoc:element||R52_1b: NoGroupCard|No. on group card|Number on group card|schema:identifier|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
107|madoc:element||R52_1b: Occupation|Occupation|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,39.5,86.2,5.7
108|madoc:element||R52_1b: Location|Precise location|Precise location of employment before 15 August 1915|schema:location|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
109|madoc:element||R52_1b: EmploymentDuration|How long employed in the same or similar oocupation before August 1915|How long employed in the same or similar oocupation before August 1915|schema:Duration|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
110|madoc:element||R52_1b: EmployerNameAddress|Name and address of last employer when so employed before that date|Name and address of last employer when so employed before that date|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
111|madoc:element||R52_1b: EmployerName|Name of employer, if employed person|Name of employer|schema:legalName|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,45.45,40,2.6
112|madoc:element||R52_1b: EmployerAddress|Address of employer, if employed person|Address of employer|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
113|madoc:element||R52_1b: Business|Business|Type of business of employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,51,40,3
114|madoc:element||R52_1b: Grounds|Grounds|Grounds on which application is made|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:19.5,57.5,64.8,2.3
115|madoc:element||R52_1b: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:18.6,66.5,69,7
116|madoc:group|117;118;119;120;121;122;123;124;|R. 52/53 : Page 2 [post mid 1916]|Page 2|Second page of blue R52/53 form, post mid-1916.|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
117|madoc:element||R52_2b: Reason|Reason for application|Reason for application|dbpedia:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reasons|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10,14,80,19
118|madoc:element||R52_2b: Previous|Whether any previous application has been made|Whether any previous application has been made|schema:Boolean|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||previous application|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10,14,80,19
119|madoc:element||R52_2b: ApplicantSignature|Signature|Signature of the Person making the application|dbpedia:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,33.2,32,3.38103756708408
120|madoc:element||R52_2b: ApplicantAddress|Address of Applicant|Address of the person making the application|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,37.2,32,3.38103756708408
121|madoc:element||R52_2b: ApplicantOccupation|Applicant Occupation|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10.2,44,86.2,2.2
122|madoc:element||R52_2b: Reason2|Reason for application (if not made by man or his employer or military representative)|Reason for application (if not made by man or his employer or military representative)|dbpedia:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,49.5,86.2,2
123|madoc:element||R52_2b: DateOfApplication|Date of Application|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
124|madoc:element||R52_2b: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10,70,80,24
125|madoc:group|94;116|R52/53: post -mid-1916|R.52/53 post- mid-1916|Blue R52/53 form, after mid-1916.|||text/plain|||text/plain|False|False|False|oa:tagging|True||True|||madoc:form|||||False|||
126|madoc:group|93;125|R52/53: Blue form|R. 52: Form for Voluntarily Attested Men (blue)|R. 52: Form for Voluntarily Attested Men (blue)|||text/plain|||text/plain|False|False|False|oa:tagging|True||True|||madoc:form|||||False|||
127|madoc:group|128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151|R. 186 : Page 1|Page 1|First page of beige R. 186 form|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
128|madoc:element||R186_1: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:dropdown|||madoc:boxdraw|#xywh=percent:65.4,7.9,23.7,4.1
129|madoc:element||R186_1: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:78.5,12.0,10.6,2.6
130|madoc:element||R186_1: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
131|madoc:element||R186_1: AgeLastBirthday|Years of age last birthday|Age of man (in respect of whom the application is being made)|foaf:age|xsd:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,31,40,2.7
132|madoc:element||R186_1: DateOfBirthday|Date and year of birth|Date of birthday|schema:birthDate|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
133|madoc:element||R186_1: MedCategory|Medical grade or category|Medical grade or category|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
134|madoc:element||R186_1: DateOfExamination|Date of last examination|Date of last examination|schema:Date|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
135|madoc:element||R186_1: Married|Married or single|Married or single?|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
136|madoc:element||R186_1: DateOfMarriage|Date of marriage|If married, date of marriage|schema:Date|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
137|madoc:element||R186_1: RegionalNo|Regional Number, if known|Regional Number, if known|schema:identifier|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
138|madoc:element||R186_1: Attested|If voluntarily attested, state so|If voluntarily attested, state so|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
139|madoc:element||R186_1: ManAddress|Present address|Present address|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
140|madoc:element||R186_1: ManAddressRegistration|Address on national Registration Certificate|Address on national Registration Certificate|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,33.8,40,3.5
141|madoc:element||R186_1: Occupation|Occupation, profession or business|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,39.5,86.2,5.7
142|madoc:element||R186_1: EmployerAddress|Address of place of employment|Address of place of employment|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
143|madoc:element||R186_1: PreciseOccupation|The precise occupation|The precise occupation whether engaged in same or similar occupation before August 1915|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:10.2,39.5,86.2,5.7
144|madoc:element||R186_1: EmploymentDuration|How long employed in the same or similar oocupation before August 1915|How long employed in the same or similar occupation before August 1915|schema:Duration|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
145|madoc:element||R186_1: EmployerNameAddress|Name and address of last employer when so employed before that date|Name and address of last employer when so employed before that date|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
146|madoc:element||R186_1: EmployerName|Name of present employer|Name of present employer|schema:legalName|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,45.45,40,2.6
147|madoc:element||R186_1: EmployerAddress|Address|Address of present employer|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,48.2,40,2.6
148|madoc:element||R186_1: Business|Business|Type of business of present employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,51,40,3
149|madoc:element||R186_1: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:18.6,66.5,69,7
150|madoc:element||R186_1: Grounds|Grounds|Grounds on which application is made|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:19.5,57.5,64.8,2.3
151|madoc:element||R186_1: Reasons|Reasons in support of the application|Reasons in support of the application|dbpedia:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reasons|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10,14,80,19
152|madoc:group|153;154;155;156;157;158;159|R. 186 : Page 2|Page 2|Second page of beige R. 186 form|||text/plain|||text/plain|False|False|False|oa:tagging|True||False|||madoc:form|||||False||WholeCanvasSelector|
153|madoc:element||R186_2: PreviousApplications|Previous applications?|Previous applications?|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||previous application|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
154|madoc:element||R186_2: Changes|If the application is for renewal, any change in conditions?|If the application is for renewal, any change in conditions?|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||previous application|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:50.8,28.1,40,2.8
155|madoc:element||R186_2: ApplicantSignature|Signature of the applicant if other than the man himself|Signature of the applicant if other than the man himself|dbpedia:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,33.2,32,3.38103756708408
156|madoc:element||R186_2: ApplicantAddress|Address|Address of the applicant if other than the man himself|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,37.2,32,3.38103756708408
157|madoc:element||R186_2: Signature|Signature of man|Signature of man|dbpedia:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:textbox|||madoc:boxdraw|#xywh=percent:58,33.2,32,3.38103756708408
158|madoc:element||R186_2: DateOfApplicationDate|Date|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant|||||madoc:datepicker|||madoc:boxdraw|#xywh=percent:38,52,40,2
159|madoc:element||R186_2: Decision|Decision of Tribunal|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision|||||madoc:textarea|||madoc:boxdraw|#xywh=percent:10,70,80,24
160|madoc:group|127;152|R186: Beige form|R.186 – Application as to Exemption from Military Service (beige)|R.186 – Application as to Exemption from Military Service (beige)|||text/plain|||text/plain|False|False|False|oa:tagging|True||True|||madoc:form|||||False|||
