dcterms:identifier|dcterms:type|dcterms:hasPart|dcterms:title|rdfs:label|dcterms:description|dcterms:conformsTo|rdfs:range|crowds:derivedAnnoBodyFormat|crowds:derivedAnnoBodyLabelParts|crowds:derivedAnnoBodyPurpose|crowds:derivedAnnoBodyType|crowds:derivedAnnoCombine|crowds:derivedAnnoExternalize|crowds:derivedAnnoHumanReadable|crowds:derivedAnnoMotivatedBy|crowds:derivedAnnoSerialize|crowds:externalResourceModel|crowds:uiChoice|crowds:uiComponent|crowds:uiFormGroup|crowds:uiGroup|crowds:uiHidden|crowds:uiInputDefaultValue|crowds:uiInputOptions|crowds:uiInputType|crowds:uiMultiple|crowds:uiRequired|crowds:uiSelectorType|crowds:uiSelectorValue
56|madoc:element||Test12_R43_1: NameofMan|Name|Name of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
57|madoc:element||Test12_R43_1: ManAddress|Address|Address (in full) of man in respect of whom the application is made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
58|madoc:element||Test12_R43_1: Occupation|Occupation|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
59|madoc:element||Test12_R43_1: Attested|Attested|Whether he is attested or not attested|schema:Boolean|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
6|madoc:element||Test12_R41_1a: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
6|madoc:element||Test12_R41_1a: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
61|madoc:element||Test12_R43_1: ApplicantSignature|Signature of appellant|Signature of the Person making the application|dbr:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant||False|||madoc:textbox|||WholeCanvasSelector|
62|madoc:element||Test12_R43_1: ApplicantAddress|Address of appellant|Address of the person making the application|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant||False|||madoc:textbox|||WholeCanvasSelector|
63|madoc:element||Test12_R43_1: ApplicantOccupation|Occuption, profession or business|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant||False|||madoc:textarea|||WholeCanvasSelector|
64|madoc:element||Test12_R43_1: ApplicantReason|Why appellant acts for the man|If appellant is not the military representative, why appelant acts for the man|dbr:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant||False|||madoc:textarea|||WholeCanvasSelector|
65|madoc:element||Test12_R43_1: DateOfApplication|Date|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||appellant||False|||madoc:datepicker|||WholeCanvasSelector|
66|madoc:group|67;68|Page 2(R. 43/44)|Second page of pink form (R43 / R44)|Second page of pink form (R43 / R44)|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
67|madoc:element||Test12_R43_2: TribunalReason|Reasons for the decision of the Local Tribunal|Reasons for the decision of the Local Tribunal|dbr:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||reason||False|||madoc:textbox|||WholeCanvasSelector|
68|madoc:element||Test12_R43_2: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision||False|||madoc:textarea|||WholeCanvasSelector|
69|madoc:group|53;66|Pink form|R. 43 / R. 44: Notice of Appeal|R. 43 / R. 44: Notice of Appeal|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
7|madoc:element||Test12_R41_1a: Age|Age|Age of man (in respect of whom the application is being made)|foaf:age|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
70|madoc:group|71;72;73;74;75;77;78;79;80;81;82;83;84|Page 1, R. 52/53  (pre mid 1916)|Page 1|First page of blue R52/53 form, pre mid-1916.|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
71|madoc:element||Test12_R52_1a: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False||[u'Aberaeron Borough/Urban District', u'Aberaeron Rural District', u'Aberystwyth Borough/Urban District', u'Aberystwyth Rural District', u'Cardigan Borough/Urban District', u'Cardigan Rural District', u'Lampeter Borough/Urban District', u'Lampeter Rural District', u'Llandysul Rural District', u'New Quay District', u'Tregaron District', u'County', u'Unknown', u'Other']|madoc:dropdown|||WholeCanvasSelector|
72|madoc:element||Test12_R52_1a: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False|||madoc:textbox|||WholeCanvasSelector|
73|madoc:element||Test12_R52_1a: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
74|madoc:element||Test12_R52_1a: Age|Age|Age of man (in respect of whom the application is being made)|foaf:age|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
75|madoc:element||Test12_R52_1a: ManAddress|Address|Address (in full) of man in respect of whom the application is made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
77|madoc:element||Test12_R52_1a: NoGroup|No. of group|Number of group|schema:organisation|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
78|madoc:element||Test12_R52_1a: NoGroupCard|No. on group card|Number on group card|schema:identifier|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
79|madoc:element||Test12_R52_1a: Occupation|Occupation|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
8|madoc:element||Test12_R41_1a: ManAddress|Address|Address (in full) of man in respect of whom the application is made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
80|madoc:element||Test12_R52_1a: EmployerName|Name of employer|Name of employer|schema:legalName|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
81|madoc:element||Test12_R52_1a: EmployerAddress|Employer Address|Address of employer|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
82|madoc:element||Test12_R52_1a: Business|Business|Type of business of employer|schema:BusinessEntityType|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||employer||False|||madoc:textbox|||WholeCanvasSelector|
83|madoc:element||Test12_R52_1a: Grounds|Grounds|Grounds for application|dcndl:transcription|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||grounds||False|||madoc:textbox|||WholeCanvasSelector|
84|madoc:element||Test12_R52_1a: NatureOfApplication|Nature of Application|Nature of Application, e.g. Conditional, Absolute, Temporary.|dcndl:transcription|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||nature of application||False|||madoc:textbox|||WholeCanvasSelector|
85|madoc:group|86;87;88;89;90;91;92|Page 2, R. 52/53 (pre mid 1916)|Page 2|Second page of blue R52/53 form, pre mid-1916.|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
86|madoc:element||Test12_R52_2a: Reason|Reasons in support of the application|Reason for application|dbr:purpose|rdfs:literal|text/plain||oa:describing|text/plain||||oa:tagging|||||reasons||False|||madoc:textarea|||WholeCanvasSelector|
87|madoc:element||Test12_R52_2a: ApplicantSignature|Signature|Signature of the Person by whom application made|dbr:signature|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
88|madoc:element||Test12_R52_2a: ApplicantAddress|Address of Applicant|Address of the Person by whom application made|schema:address|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
89|madoc:element||Test12_R52_2a: ApplicantOccupation|Occupation, profession or business|Occupation of the person making the application|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textarea|||WholeCanvasSelector|
9|madoc:element||Test12_R41_1a: Occupation|Occupation|Occupation, profession, or business of man on behalf of whom the application is made|schema:jobTitle|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
90|madoc:element||Test12_R52_2a: Reason2|Reason for application (if not made by man or his employer or military representative)|Reason for application (if not made by man or his employer or military representative)|dbr:purpose|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:textbox|||WholeCanvasSelector|
91|madoc:element||Test12_R52_2a: DateOfApplication|Date of Application|Date of Application|schema:dateCreated|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||applicant||False|||madoc:datepicker|||WholeCanvasSelector|
92|madoc:element||Test12_R52_2a: Decision|Decision|Tribunal application decision|schema:result|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||decision||False|||madoc:textarea|||WholeCanvasSelector|
93|madoc:group|70;85|R. 52 / 53, earlier version (pre-mid-1916)|R. 52 / 53, earlier version (pre-mid-1916)|R. 52 / 53, earlier version (pre-mid-1916)|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||True|resource||madoc:form|False||||False|||
94|madoc:group|95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115|Page 1, R. 52/53 (post mid 1916)|Page 1|First page of blue R52/53 form, post mid-1916.|||text/plain||oa:tagging|text/plain|True|False|False|oa:tagging|True||False|resource||madoc:form|False||||False||WholeCanvasSelector|
95|madoc:element||Test12_R52_1b: LocalTribunal|Name of Local Tribunal|Name of Local Tribunal|schema:AdministrativeArea|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False||[u'Aberaeron Borough/Urban District', u'Aberaeron Rural District', u'Aberystwyth Borough/Urban District', u'Aberystwyth Rural District', u'Cardigan Borough/Urban District', u'Cardigan Rural District', u'Lampeter Borough/Urban District', u'Lampeter Rural District', u'Llandysul Rural District', u'New Quay District', u'Tregaron District', u'County', u'Unknown', u'Other']|madoc:dropdown|||WholeCanvasSelector|
96|madoc:element||Test12_R52_1b: CaseNumber|Number of Case|Number of Case|dcterms:identifier|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||case||False|||madoc:textbox|||WholeCanvasSelector|
97|madoc:element||Test12_R52_1b: NameofMan|Name|Name (in full) of man in respect of whom the application is made|foaf:name|rdfs:literal|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
98|madoc:element||Test12_R52_1b: AgeLastBirthday|Age|Age of man (in respect of whom the application is being made)|foaf:age|xs:integer|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:textbox|||WholeCanvasSelector|
99|madoc:element||Test12_R52_1b: DateOfBirthday|Date of birthday|Date of birthday|schema:birthDate|schema:Date|text/plain||oa:identifying|text/plain||||oa:tagging|||||person||False|||madoc:datepicker|||WholeCanvasSelector|
